Designator,MidX,MidY,Layer,Rotation
J1,0,0,top,0
J2,-18.5,16.5,top,180
J3,-3.5,16.5,top,180
J4,11.5,16.5,top,180
J5,26.584,16.509,top,180
J6,18,20,top,180
J7,3,20,top,180
J8,-12,20,top,180
J9,-27,20,top,180
