Ref,Val,Package,PosX,PosY,Rot,Side
"J1","HDMI_A","HDMI-SMD_HDMI-019S",0.000000,0.000000,0.000000,top
"J2","Conn_01x02","JST_PH_S2B-PH-K_1x02_P2.00mm_Horizontal",-2.000000,26.500000,180.000000,top
"J3","Conn_01x02","JST_PH_S2B-PH-K_1x02_P2.00mm_Horizontal",-10.450000,26.500000,180.000000,top
"J4","Conn_01x02","JST_PH_S2B-PH-K_1x02_P2.00mm_Horizontal",14.750000,26.500000,180.000000,top
"J5","Conn_01x02","JST_PH_S2B-PH-K_1x02_P2.00mm_Horizontal",6.450000,26.500000,180.000000,top
