Comment,Designator,Footprint,LCSC
"HDMI_A","J1","0_21Pin_FootprintLib:HDMI-SMD_HDMI-019S","C111617"
"Conn_01x02","J2,J3,J4,J5","Connector_JST:JST_PH_S2B-PH-K_1x02_P2.00mm_Horizontal","C16965"
